CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
C,C,C,B,B,D,C,D,D,A,C,A,D,E,B,C,D,C,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,6,4,5,6,6,6,5,5,4,5,4,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
C,C,C,C,C,C,B,C,B,A,A,A,E,F,B,D,C,B,A,A,A,D,A,A,B,A,B,A,A,E,C,A,E,F,5,5,5,5,5,5,6,4,4,5,4,5,5,5,4,6,6,6,5,4,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
C,C,C,A,A,B,E,D,D,A,A,A,E,D,B,D,F,C,B,A,A,D,A,A,B,A,A,A,A,C,E,A,D,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,4,5,6,6,6,6,6,6,5,6,6,5,5,6,4,5
B,C,C,A,B,B,D,D,D,A,C,A,D,D,B,C,F,B,A,A,A,A,A,A,B,A,B,A,A,C,E,D,A,F,4,4,5,5,3,6,4,4,4,5,4,5,6,5,6,6,4,4,4,8,5,5,4,5,5,5,4,6,5,6,5,6,5,5,2,5,5,6,8,4,4,5
C,D,A,B,B,C,B,D,E,B,C,A,B,B,C,B,E,E,D,A,A,A,A,A,A,A,A,K,A,B,C,D,E,C,5,5,6,5,6,6,5,5,6,6,5,5,5,6,5,6,6,6,5,6,6,6,5,7,6,5,6,6,5,6,6,6,5,6,5,6,6,5,6,6,6,6
B,C,B,B,C,E,E,D,C,A,A,A,E,E,D,A,F,C,D,A,A,B,F,A,B,A,B,A,A,B,C,E,E,I,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,C,C,A,B,C,B,D,C,A,C,A,F,D,B,D,F,B,B,A,A,F,A,A,B,A,A,A,A,B,B,C,H,C,4,4,3,6,7,6,5,1,5,5,4,5,4,8,5,5,6,6,6,6,5,5,6,7,6,8,6,6,6,6,6,6,6,6,6,6,6,4,6,1,6,6
B,C,C,B,A,B,B,D,D,A,A,A,C,E,D,A,C,B,A,A,A,A,F,A,B,A,B,A,A,C,B,D,A,F,6,6,4,4,6,6,6,6,6,5,4,4,2,4,6,6,6,6,4,6,6,6,5,7,5,3,6,6,4,5,5,6,6,6,5,4,5,4,5,6,5,6
D,D,C,B,B,C,A,D,D,A,A,A,D,D,D,A,D,B,A,A,A,B,A,D,A,A,B,K,A,C,E,A,E,F,5,5,5,6,5,6,5,5,5,6,5,5,5,5,6,6,6,6,6,6,5,6,6,7,6,4,6,5,3,4,5,6,6,6,4,5,6,4,5,5,5,6
B,D,C,B,B,C,B,D,B,A,A,A,E,E,D,A,C,B,B,A,A,F,A,A,B,A,B,C,A,B,C,A,E,F,3,5,4,4,5,5,4,5,3,4,3,4,5,4,5,6,5,6,4,6,4,4,5,1,4,2,4,6,5,5,5,5,5,6,5,5,5,5,5,3,5,5
C,C,A,B,B,C,B,C,C,A,A,A,F,E,B,C,D,C,C,H,A,B,A,A,B,A,B,H,A,C,D,C,E,H,6,5,4,5,6,4,3,4,4,4,6,3,3,5,6,5,6,6,2,5,5,5,6,3,5,6,6,5,5,6,5,5,6,6,5,5,5,6,4,5,3,6
C,C,A,C,B,C,E,E,C,A,A,A,D,D,E,D,D,B,A,A,C,B,A,A,A,A,B,A,B,A,D,A,E,A,3,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,4,5,3,5,6,6,6,7,6,3,6,2,6,5,6,6,6,5,6,6,6,4,8,2,2,6
B,C,C,B,B,C,B,D,C,A,A,A,D,F,D,F,F,C,A,A,A,F,A,A,B,A,B,G,A,B,B,E,E,C,4,5,3,3,4,6,5,4,4,5,4,3,3,4,5,5,6,6,4,6,5,5,4,6,6,6,6,6,3,6,4,6,6,5,5,4,6,5,4,5,5,6
B,C,C,A,B,C,B,D,D,A,C,A,E,D,B,C,C,B,A,A,A,B,A,D,A,B,B,C,A,C,C,E,E,F,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,6,6
B,D,B,B,B,B,D,D,D,A,A,A,D,F,C,C,E,E,D,A,A,A,A,A,E,A,B,B,A,D,C,C,A,D,5,5,5,6,4,4,3,2,3,6,5,5,6,6,5,5,5,6,4,5,6,5,5,5,6,5,6,5,5,5,5,6,5,5,6,5,6,6,5,4,3,5
C,C,C,C,B,A,B,D,C,A,A,A,B,D,B,D,C,C,A,A,C,B,A,A,B,A,B,C,B,A,E,C,H,C,5,1,6,6,5,5,6,6,6,6,5,4,4,4,6,6,6,6,4,6,6,5,5,7,6,3,4,6,4,6,5,6,5,5,5,4,5,5,8,6,3,5
D,C,C,B,A,C,A,B,C,A,A,A,D,C,B,E,D,C,A,A,A,B,A,D,A,A,B,C,B,D,D,E,C,A,6,6,6,4,4,6,3,6,4,6,2,6,6,6,3,6,6,6,3,6,6,3,6,7,6,6,6,6,3,6,5,6,6,6,6,6,6,2,8,5,6,6
C,D,B,B,A,A,D,D,D,A,C,A,B,D,D,B,C,B,A,A,A,A,A,D,A,A,B,G,A,B,E,E,A,A,5,8,6,4,5,6,6,4,6,6,3,3,3,1,6,6,6,6,6,6,5,4,4,7,6,6,6,6,4,6,4,5,6,6,6,5,6,6,1,3,6,6
C,D,C,B,A,B,B,D,C,A,B,A,C,B,D,A,D,C,A,A,C,B,A,D,A,A,B,G,A,A,C,A,E,C,6,4,6,4,5,6,6,6,5,6,5,4,5,5,5,6,5,6,4,6,6,5,5,7,4,4,6,5,3,6,5,6,5,5,5,5,6,5,1,6,5,5
B,E,A,B,B,D,B,D,C,A,C,A,E,E,D,A,F,C,D,A,A,C,A,A,B,A,B,C,A,A,D,E,H,I,3,4,3,6,4,5,3,2,6,6,7,5,8,3,6,6,3,3,2,6,6,4,6,7,6,3,3,6,4,6,5,6,5,6,6,6,6,5,3,3,1,4
B,D,C,A,A,B,E,D,D,A,C,A,D,D,B,E,D,D,A,A,A,B,A,D,A,B,B,C,B,A,E,C,E,F,5,5,6,6,6,6,5,4,5,6,4,5,6,4,6,6,6,6,6,6,5,6,5,7,6,6,6,6,5,5,5,6,6,6,6,6,6,6,1,4,6,6
C,C,D,B,A,B,A,D,C,A,A,A,C,E,D,A,D,C,C,H,A,B,A,A,B,A,A,K,A,A,C,C,E,F,4,5,2,4,5,5,2,4,2,4,5,4,4,4,5,6,6,6,3,5,5,4,4,7,6,6,6,5,4,4,4,5,4,3,2,3,4,4,2,2,5,4
C,C,D,A,A,B,A,D,B,A,A,A,D,C,D,A,B,B,A,A,D,B,A,C,A,A,F,H,A,B,B,D,E,F,5,6,4,6,5,6,6,6,6,6,5,4,4,6,5,5,6,6,6,6,6,6,5,7,5,6,6,6,6,5,5,6,6,6,6,6,6,5,4,5,6,6
C,D,C,B,B,C,A,C,C,A,A,A,E,D,F,C,C,B,C,H,D,B,A,A,A,B,B,C,A,A,B,A,E,G,6,4,4,6,4,6,6,6,5,4,4,3,3,5,5,5,6,5,4,4,4,4,4,3,1,6,6,4,4,4,4,6,5,5,5,4,5,3,6,6,4,6
C,C,C,B,A,B,B,D,C,A,A,A,C,E,B,B,B,C,A,A,E,B,A,D,A,A,C,G,A,B,D,A,B,A,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,8,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6
B,D,C,B,B,C,A,D,C,A,C,A,C,F,D,A,B,C,B,A,C,D,A,D,A,A,B,C,A,B,E,D,H,A,4,2,1,1,1,4,4,4,6,6,5,3,3,3,2,6,6,6,3,6,4,4,3,7,8,2,8,4,3,5,5,5,2,2,2,2,2,3,1,8,5,2
D,C,B,C,B,D,D,D,C,A,A,A,D,E,D,A,E,C,B,A,A,B,A,A,B,A,A,A,A,C,E,A,E,F,6,6,6,6,6,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6
C,D,C,A,B,C,E,D,D,A,A,A,B,E,B,F,D,B,A,A,E,B,B,D,A,A,A,C,A,E,D,C,A,F,6,5,5,5,5,5,4,6,4,4,5,4,6,5,6,5,5,6,5,6,6,5,5,7,5,6,6,6,5,6,5,6,3,5,4,3,4,4,3,4,4,6
C,C,C,B,B,C,E,D,D,A,C,A,C,B,B,F,A,A,A,H,E,B,A,C,A,B,F,C,B,E,C,E,A,C,6,6,5,5,4,4,6,6,5,6,3,4,5,6,5,5,6,6,4,5,6,6,6,6,6,3,6,6,6,5,6,6,6,6,6,6,6,6,5,6,5,6
C,C,C,B,B,C,D,D,D,A,C,A,F,B,B,D,E,B,A,A,C,B,A,A,B,A,B,C,A,A,D,E,E,C,5,5,5,5,6,5,5,5,6,5,4,4,5,4,5,6,6,6,5,6,5,4,5,7,5,6,6,4,4,5,5,6,5,4,4,4,4,5,7,5,5,5
C,C,C,B,B,C,D,D,D,A,C,A,C,E,B,G,E,B,A,A,A,B,A,D,A,B,B,A,A,B,C,E,E,C,4,5,4,5,3,5,5,5,5,5,3,4,3,4,4,5,5,5,4,8,4,4,5,7,7,5,8,5,4,4,4,5,4,4,4,4,4,8,8,4,4,4
C,D,C,A,A,C,A,D,C,A,A,A,E,F,D,A,B,D,C,A,A,D,A,A,B,B,B,A,A,E,D,D,E,F,4,6,4,4,6,6,5,6,6,6,5,5,6,4,6,5,3,6,4,6,4,4,4,7,6,3,4,6,4,6,5,6,4,6,5,5,5,6,6,5,5,5
B,C,C,B,B,C,B,D,C,A,C,A,E,D,E,H,C,C,A,A,C,B,A,A,B,A,B,A,A,B,E,A,E,I,6,6,4,6,5,6,5,6,5,6,6,6,5,6,8,6,6,6,6,6,6,6,6,7,6,2,6,4,4,6,6,6,6,8,6,5,6,4,8,6,6,6
D,D,C,D,D,C,D,D,C,A,C,A,C,D,B,B,B,D,C,A,A,B,A,A,A,B,B,A,B,A,E,D,G,C,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,C,C,B,B,C,B,D,C,A,C,A,D,D,D,A,B,A,A,A,D,F,A,A,A,A,B,C,B,C,D,A,E,F,5,6,5,5,5,5,4,6,5,6,4,4,4,5,5,6,6,6,6,5,5,4,4,5,5,3,5,6,4,5,4,5,5,4,5,3,4,4,4,4,5,4
B,C,C,C,B,C,B,D,C,A,B,A,C,D,B,C,B,C,A,H,E,E,A,B,A,A,B,H,B,A,D,A,A,C,4,5,4,4,4,6,6,5,4,5,4,4,3,2,5,6,6,6,4,5,4,4,4,7,4,5,5,5,3,5,3,5,5,3,5,4,4,4,3,3,3,4
C,D,C,B,B,C,A,D,D,A,B,A,C,E,D,H,A,B,A,A,E,C,A,A,B,A,B,C,A,C,E,E,A,A,4,5,6,6,4,5,6,6,6,6,4,4,3,2,4,4,6,6,5,6,5,4,5,3,5,3,6,6,3,3,5,5,4,4,2,4,5,5,8,3,4,4
C,D,C,A,A,B,B,D,C,A,B,A,E,D,D,E,D,B,A,A,A,D,A,A,B,A,B,C,A,A,C,D,A,C,5,5,3,3,4,5,5,5,4,5,3,4,5,4,5,6,5,4,1,5,5,4,5,7,7,5,5,3,4,5,5,5,5,5,4,4,4,3,7,7,7,6
D,D,B,D,B,C,D,C,D,A,C,A,F,F,D,A,F,B,A,A,C,B,A,A,A,A,B,A,A,B,C,E,A,A,4,5,3,3,4,2,4,3,2,3,4,3,4,3,4,4,3,4,2,8,4,2,4,7,5,8,3,6,3,5,5,5,4,4,4,5,4,5,8,4,5,5
C,C,B,C,B,C,B,D,E,A,B,A,C,E,D,A,A,C,A,A,F,F,A,F,A,A,C,C,A,C,E,D,H,I,6,6,6,5,5,6,5,6,6,6,5,5,6,5,6,6,6,6,5,6,6,5,6,6,6,5,6,6,5,6,6,6,5,5,5,6,5,6,6,6,6,5
C,C,C,A,B,B,D,D,B,A,D,A,E,E,D,D,E,B,A,A,A,B,B,A,B,A,B,A,A,E,C,A,E,F,4,2,1,1,1,6,4,3,3,6,1,1,1,2,6,1,5,5,6,6,5,2,1,3,6,6,6,1,1,2,2,6,1,2,2,5,6,6,6,3,4,1
B,C,C,B,A,A,D,D,C,A,A,A,D,F,D,D,E,B,A,A,A,B,B,A,B,A,B,C,A,B,C,E,E,F,5,6,5,5,4,5,6,5,5,5,4,5,5,3,5,5,6,6,5,6,5,5,5,7,7,5,5,5,6,4,5,5,4,3,4,4,4,5,5,6,5,3
C,C,C,B,B,C,E,D,C,A,A,A,E,E,A,A,E,B,A,A,A,A,A,A,B,A,B,B,A,B,C,E,B,F,4,7,3,4,5,5,3,3,3,5,3,5,1,4,6,3,6,5,6,8,5,5,4,7,7,3,6,2,5,6,4,6,6,6,6,6,6,6,4,4,3,5
C,C,C,B,B,C,E,E,D,A,A,A,F,E,B,D,F,D,A,A,A,A,F,A,B,A,B,G,A,C,C,A,A,F,4,5,4,3,4,4,5,5,4,6,4,4,5,3,4,6,6,6,5,3,4,3,3,5,5,5,5,3,3,6,5,6,5,5,5,5,6,6,6,5,5,5
C,D,C,C,A,C,B,E,C,A,A,A,E,E,C,B,D,D,D,A,A,A,A,A,B,A,A,G,A,D,C,E,E,F,5,6,6,6,6,5,6,5,6,6,6,5,6,5,6,6,5,6,6,1,5,5,5,5,7,8,8,5,5,5,6,6,6,6,6,5,5,5,4,5,4,5
C,C,D,B,A,C,B,D,C,A,D,A,C,D,A,A,C,B,A,A,A,E,A,A,B,A,B,G,B,E,B,E,H,F,5,6,4,3,4,6,3,5,2,6,5,5,6,6,6,4,6,6,8,8,5,5,4,7,7,8,6,5,6,5,5,6,5,6,6,4,6,2,4,3,8,2
C,C,C,B,B,C,B,D,B,A,A,A,D,E,B,F,F,D,E,A,A,C,B,A,B,A,B,A,A,A,B,E,E,F,5,4,5,3,4,4,4,4,4,4,1,2,3,1,2,5,5,5,4,8,4,2,3,5,7,4,4,3,4,5,3,6,5,5,4,4,4,4,4,4,4,4
C,C,C,D,B,B,E,D,C,A,A,A,D,C,B,D,E,C,E,A,A,A,A,A,B,A,B,C,B,A,E,D,C,F,5,6,6,6,6,6,6,6,6,6,4,4,5,4,5,6,6,6,5,3,4,5,5,6,4,5,6,4,5,6,6,6,6,5,5,6,6,6,6,6,2,1
C,C,B,C,B,B,D,D,C,B,A,A,D,E,C,B,E,F,D,A,A,A,A,D,A,B,B,A,A,B,A,E,C,F,4,4,3,2,3,3,4,3,3,3,4,5,5,5,5,4,4,5,4,8,5,5,4,5,7,5,5,5,5,5,5,5,5,4,5,4,5,4,3,4,3,2
B,C,B,B,C,C,B,D,C,A,A,A,C,D,B,B,B,C,A,A,C,C,A,D,A,A,B,G,A,D,D,D,E,F,5,3,4,4,6,6,4,3,5,6,4,3,5,4,6,6,6,5,5,5,2,2,4,6,7,6,6,5,2,2,3,5,6,6,5,5,5,6,6,5,6,2
B,C,B,B,B,C,B,D,D,A,A,A,D,D,F,A,C,B,A,A,A,A,A,A,B,B,B,B,A,B,C,A,A,F,4,7,3,4,4,5,6,6,6,6,3,4,6,5,3,6,3,2,3,4,5,5,5,7,5,5,6,3,5,6,3,6,6,6,6,6,6,6,1,2,2,2
C,C,C,C,B,C,B,D,C,A,C,A,B,D,F,C,B,D,B,A,B,C,A,A,A,A,C,E,A,A,D,E,E,F,5,2,3,3,3,5,5,5,5,6,3,3,3,3,2,3,4,4,4,2,3,2,3,6,6,2,4,2,2,2,3,4,4,3,4,4,4,4,1,3,4,3
C,C,C,A,B,C,D,D,B,A,B,A,C,D,D,D,B,C,B,A,D,F,A,D,A,A,F,K,B,B,D,A,A,A,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,E,C,B,B,C,B,D,D,A,A,A,E,C,B,C,C,C,E,A,A,A,A,A,B,B,B,C,A,A,B,E,A,F,6,6,5,5,5,6,6,6,5,5,5,6,5,5,5,6,6,6,5,4,6,6,5,6,7,6,6,6,5,4,5,6,5,6,4,5,5,4,5,6,5,6
B,C,C,B,B,C,B,D,C,A,A,A,D,E,D,H,D,B,B,A,A,C,A,A,B,A,A,G,B,E,E,A,H,F,2,1,3,6,5,6,3,5,4,2,3,1,3,2,6,5,6,6,5,6,1,1,2,7,7,6,6,2,2,5,3,6,5,4,6,5,6,6,5,5,6,6
C,D,B,C,B,C,D,D,E,A,D,A,A,F,A,A,A,C,A,A,A,C,B,A,B,A,A,A,A,B,C,E,E,C,5,5,5,5,4,4,5,4,4,5,4,4,4,5,5,3,6,6,5,4,5,4,5,5,7,8,6,4,5,5,4,6,6,6,6,5,5,4,3,5,8,5
C,D,B,B,A,B,E,C,D,A,C,A,D,B,D,A,F,E,E,A,C,A,A,C,A,A,B,A,A,C,A,A,C,F,3,4,3,1,1,6,4,1,4,5,2,4,2,2,6,6,6,6,6,6,3,2,4,4,7,5,5,5,3,4,5,6,6,6,5,6,6,5,2,4,3,4
B,B,C,A,A,A,E,D,B,A,A,A,E,F,D,A,E,D,A,A,A,A,A,A,B,A,B,C,A,D,B,E,E,F,6,5,3,4,5,5,4,5,4,4,4,4,4,3,5,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,6,4,4,4,3
C,D,C,B,A,C,B,D,C,A,A,A,E,D,D,A,E,C,D,A,A,A,A,D,A,A,B,C,A,B,C,A,E,F,5,6,5,4,4,5,6,5,5,5,4,4,5,5,5,5,6,6,5,4,5,4,4,6,6,6,6,2,4,4,5,5,5,6,6,5,5,6,3,4,4,5
B,C,C,C,B,C,B,C,B,A,A,A,F,D,D,A,A,B,A,A,A,A,A,A,B,A,B,B,A,E,B,E,H,A,1,4,1,1,1,2,1,2,1,2,2,1,3,2,1,5,2,3,2,8,3,1,2,1,7,2,2,1,1,2,6,6,1,2,3,2,6,5,5,3,1,2
C,C,C,C,B,B,D,D,D,A,C,A,D,D,A,A,D,C,E,A,A,B,A,C,A,A,B,D,A,C,A,A,H,F,6,5,5,6,6,5,5,6,6,6,6,6,3,5,6,6,6,6,6,8,6,4,6,5,7,1,6,4,5,5,6,6,2,6,5,1,6,2,3,4,5,6
C,D,C,B,B,C,B,D,B,A,A,A,D,E,B,D,D,C,A,A,A,C,A,A,B,B,B,A,A,D,C,D,E,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,7,6,5,6,5,6,6,5,5,6,6,5,6,5,6,6,3,3
C,C,B,B,B,C,B,D,C,A,A,A,E,E,D,A,E,C,A,A,A,A,A,A,B,A,B,G,A,A,D,E,E,F,4,4,5,3,4,4,3,2,3,4,2,2,5,4,4,4,5,5,3,4,4,2,3,5,7,3,1,4,4,2,2,6,5,5,4,3,4,3,3,3,3,3
A,C,C,C,B,A,D,D,B,A,C,A,D,C,D,A,D,B,A,A,A,A,A,A,D,A,B,C,B,E,B,E,H,F,4,6,4,1,5,6,3,4,4,4,1,5,5,5,6,4,6,6,6,6,4,1,6,6,4,6,6,6,4,6,4,6,1,4,4,4,4,4,4,4,4,4
B,C,C,B,B,C,B,D,.,A,B,A,C,C,A,A,B,C,A,A,D,A,A,D,A,A,B,C,B,C,C,E,A,F,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,6,6,5,6,6,6,5,5,5,5,6
C,C,C,A,B,C,B,D,C,A,A,A,E,E,A,A,E,C,A,A,A,F,A,A,B,A,B,H,A,E,E,C,C,F,5,5,3,4,6,5,4,4,4,6,4,4,5,4,6,6,6,6,5,6,5,5,5,8,6,5,4,4,4,5,5,6,4,6,4,6,5,5,6,5,3,5
B,B,C,B,B,C,A,D,B,A,D,A,E,E,A,A,D,B,A,A,A,B,B,D,A,B,B,A,A,C,C,E,C,F,5,5,2,3,5,6,4,4,4,4,5,4,4,5,6,6,6,6,6,6,6,5,5,7,7,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6
B,C,C,B,B,C,B,D,C,A,A,A,E,D,B,D,F,C,A,A,A,E,B,A,B,A,B,G,A,C,B,E,A,F,4,4,3,6,6,6,6,5,6,6,6,3,2,3,6,6,5,6,6,5,3,2,4,8,8,8,6,5,5,4,5,6,4,4,3,4,4,5,4,5,5,4
C,C,D,A,A,B,B,E,B,A,A,A,F,F,B,C,C,B,A,A,A,A,B,A,A,B,B,A,A,E,C,E,A,F,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
D,D,C,B,B,C,C,D,B,A,A,A,E,E,D,A,E,B,A,A,A,A,B,A,B,A,B,A,A,E,D,E,H,I,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,C,A,A,B,D,D,D,B,A,B,C,E,E,E,A,B,A,A,A,D,C,A,C,A,A,B,I,A,D,C,A,H,I,3,4,1,3,1,4,2,2,4,3,3,3,3,4,6,3,3,4,4,3,3,3,3,7,8,5,8,2,3,4,3,5,4,3,3,5,4,4,2,1,4,4
A,C,C,A,A,B,D,D,C,A,A,A,E,E,A,A,G,D,E,A,A,E,B,A,B,A,A,A,A,C,E,E,H,I,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,C,C,D,B,C,E,D,D,A,A,A,F,F,A,A,F,B,B,A,A,A,A,A,B,A,B,C,A,C,B,A,E,A,5,5,5,4,5,5,5,5,5,4,3,3,4,3,6,5,5,4,4,6,5,4,4,4,7,6,4,3,2,4,4,4,3,4,3,2,3,3,1,4,4,3
C,C,C,D,B,D,D,D,C,A,C,A,C,D,D,A,B,B,B,A,A,C,A,A,B,A,A,B,A,B,B,A,E,A,4,3,1,1,2,5,1,2,1,3,1,1,3,1,5,3,3,3,1,3,1,2,3,5,2,2,5,4,2,2,2,4,4,1,5,4,2,4,2,1,5,2
B,C,B,A,A,B,E,D,C,A,A,A,C,B,E,A,A,B,A,A,D,B,B,D,A,A,B,C,A,C,D,A,E,F,6,5,6,6,6,6,6,6,6,6,6,6,6,8,6,6,6,6,6,1,6,6,6,7,6,6,6,6,6,6,6,6,6,1,6,5,6,6,1,8,6,6
C,C,B,B,B,B,B,D,D,A,A,A,C,E,D,A,C,C,C,A,A,B,B,A,B,B,B,C,A,C,C,A,B,F,4,4,2,2,2,6,5,6,6,6,4,2,3,2,4,5,6,5,2,3,4,2,2,8,4,1,6,4,5,2,4,6,5,4,4,6,4,3,1,3,4,1
C,D,C,B,B,D,B,D,C,A,C,A,D,E,B,D,E,D,E,A,A,F,A,A,B,A,D,B,A,A,E,A,B,C,8,1,3,1,8,5,4,4,5,4,4,1,8,2,8,5,2,8,4,1,2,1,2,6,4,1,1,6,3,4,4,5,4,1,5,6,4,4,2,5,4,5
A,C,C,A,B,C,A,D,C,A,A,A,C,D,B,D,B,D,D,A,A,A,A,A,B,A,A,A,A,E,E,E,H,C,3,3,2,1,1,2,5,2,2,6,1,2,4,1,6,6,4,6,4,8,3,2,2,7,3,5,6,5,3,3,4,3,3,2,5,5,5,5,2,2,2,5
B,D,C,A,B,B,A,C,C,A,A,A,B,B,D,A,B,C,C,A,A,A,A,D,A,A,B,C,A,B,B,A,A,F,4,6,3,3,5,3,4,5,5,5,1,2,3,3,6,2,6,6,2,4,4,2,2,5,4,2,6,6,5,6,5,6,4,5,4,5,5,6,5,6,5,5
C,D,C,B,B,C,D,C,E,A,A,A,E,E,D,B,D,C,A,A,A,A,A,A,B,A,B,C,A,B,E,A,A,C,5,4,5,3,5,6,6,6,5,4,4,5,4,5,6,6,8,6,6,6,5,2,5,7,6,5,5,6,5,4,4,5,5,5,5,5,4,6,8,6,6,6
C,D,C,B,C,C,A,D,C,A,A,A,D,E,D,E,C,C,A,A,A,B,A,A,B,A,B,A,A,B,C,E,A,F,4,3,3,2,3,5,3,3,4,3,3,4,4,4,5,6,4,5,2,3,4,2,4,1,4,1,1,2,3,4,3,3,3,3,2,2,3,2,1,3,2,1
B,D,C,B,B,C,B,D,D,A,A,A,D,C,D,A,B,D,A,A,B,B,B,D,A,A,A,C,B,B,C,E,A,F,5,4,3,4,5,4,5,5,4,5,4,4,4,4,5,5,5,5,5,3,4,4,4,5,5,4,6,4,4,5,5,4,5,3,5,5,2,5,3,4,3,5
C,C,C,B,A,C,E,D,C,A,C,A,B,D,D,A,B,B,A,A,A,B,C,A,A,A,B,A,A,B,B,E,H,F,5,4,5,5,4,4,5,5,5,6,5,5,5,5,5,5,5,5,4,3,5,5,5,7,4,4,5,5,5,5,6,6,5,5,6,5,5,5,4,6,5,6
B,D,C,D,B,C,C,D,D,A,C,A,B,B,E,A,A,A,C,A,B,B,A,A,A,A,F,H,B,E,E,E,E,A,4,3,3,4,4,5,5,5,5,6,4,4,4,3,6,6,4,6,5,6,3,3,3,6,6,6,6,4,5,6,4,5,6,6,6,6,6,6,1,4,6,6
B,C,C,B,B,B,B,D,B,A,A,A,B,D,E,H,A,A,A,A,D,B,B,D,A,A,F,A,A,B,D,A,B,C,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
B,D,C,B,B,C,D,C,C,A,A,A,B,B,D,A,E,C,A,A,A,B,B,A,B,A,D,A,B,C,C,A,E,F,5,5,5,4,5,5,4,4,4,5,4,3,3,2,5,4,5,5,2,8,2,1,3,6,5,8,6,6,6,6,3,6,5,5,6,6,6,6,5,5,5,6
C,C,B,C,B,C,B,D,D,A,C,A,B,D,B,D,C,C,A,A,A,B,A,A,A,A,D,A,B,E,E,A,E,C,5,5,4,4,6,5,5,5,5,6,6,5,6,5,6,5,6,6,6,5,5,4,5,7,5,5,5,6,5,6,5,6,4,6,5,5,5,5,8,6,6,5
C,C,B,B,B,C,B,D,D,A,B,A,B,C,E,D,A,B,A,A,D,D,A,A,A,A,D,C,B,B,C,A,A,F,4,4,4,5,5,5,6,5,5,5,5,5,5,5,6,5,6,6,6,6,5,4,4,7,6,6,6,6,6,5,5,6,6,5,5,5,5,6,7,6,6,6
