CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_2G,ANO_IN_GRAD,IN_MATUT,IN_VESPER,IN_NOTURNO,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3
322,10008,10028,4004,SP,3,21,M,2010,2011,0,0,1,39.9,47.4,50.0,43.5,52.0,60.0,50.0,35.0,55.0,30.0,37.4,38.1,33.3,40.0,20.0,40.0
322,10008,10028,4004,SP,3,21,M,2010,2011,0,0,1,44.6,83.0,75.0,95.0,95.0,75.0,100.0,95.0,75.0,100.0,31.8,33.3,23.3,0.0,30.0,40.0
322,10008,10028,4004,SP,3,21,F,2010,2011,0,0,1,30.5,48.0,50.0,45.0,53.0,65.0,50.0,37.0,65.0,30.0,24.7,23.8,30.0,0.0,50.0,40.0
322,10008,10028,4004,SP,3,22,M,2010,2011,0,0,1,48.9,54.4,50.0,61.0,85.0,65.0,90.0,37.0,65.0,30.0,47.0,47.6,43.3,0.0,50.0,80.0
322,10008,10028,4004,SP,3,26,M,2010,2011,0,0,1,39.2,68.8,75.0,59.5,74.0,50.0,80.0,45.0,45.0,45.0,29.3,33.3,6.7,0.0,20.0,0.0
322,10008,10028,4004,SP,3,29,F,2010,2011,0,0,1,43.0,71.6,75.0,66.5,57.0,85.0,50.0,76.0,60.0,80.0,33.4,38.1,6.7,0.0,20.0,0.0
322,10008,10028,4004,SP,3,22,M,2010,2011,0,0,1,46.2,66.7,62.5,73.0,95.0,75.0,100.0,51.0,75.0,45.0,39.4,38.1,46.7,80.0,60.0,0.0
322,10008,10028,4004,SP,3,20,F,2010,2011,0,0,1,54.0,73.4,75.0,71.0,76.0,80.0,75.0,66.0,70.0,65.0,47.5,52.4,20.0,0.0,60.0,0.0
322,10008,10028,4004,SP,3,22,M,2010,2011,0,0,1,51.1,52.9,62.5,38.5,77.0,65.0,80.0,0.0,0.0,0.0,50.5,57.1,13.3,0.0,40.0,0.0
322,10008,10028,4004,SP,3,23,M,2010,2011,0,0,1,34.8,87.7,87.5,88.0,83.0,55.0,90.0,93.0,65.0,100.0,17.2,19.0,6.7,0.0,20.0,0.0
322,10008,10028,4004,SP,3,32,M,2010,2011,0,0,1,31.4,36.1,37.5,34.0,43.0,55.0,40.0,25.0,65.0,15.0,29.8,33.3,10.0,0.0,30.0,0.0
322,10008,10028,4004,SP,3,22,M,2010,2011,0,0,1,62.9,66.4,75.0,53.5,23.0,55.0,15.0,84.0,80.0,85.0,61.7,66.7,33.3,0.0,60.0,40.0
322,10008,10028,4004,SP,3,26,M,2010,2011,0,0,1,41.4,52.0,50.0,55.0,31.0,55.0,25.0,79.0,55.0,85.0,37.9,38.1,36.7,70.0,40.0,0.0
322,10008,10028,4006,SP,3,37,M,2010,2011,0,0,1,45.0,86.1,87.5,84.0,93.0,65.0,100.0,75.0,55.0,80.0,31.3,36.8,0.0,0.0,0.0,0.0
322,10008,10028,4006,SP,3,28,F,2010,2011,0,0,1,54.4,78.8,75.0,84.5,95.0,75.0,100.0,74.0,50.0,80.0,46.2,52.6,10.0,0.0,30.0,0.0
322,10008,10028,4006,SP,3,28,M,2010,2011,0,0,1,42.6,43.3,37.5,52.0,25.0,65.0,15.0,79.0,75.0,80.0,42.3,47.4,13.3,0.0,15.0,25.0
322,10008,10028,4006,SP,3,23,M,2010,2011,0,0,1,64.8,85.9,87.5,83.5,87.0,75.0,90.0,80.0,80.0,80.0,57.7,63.2,26.7,0.0,25.0,55.0
322,10008,10028,4006,SP,3,32,F,2010,2011,0,0,1,37.2,60.5,62.5,57.5,67.0,75.0,65.0,48.0,40.0,50.0,29.4,31.6,16.7,0.0,30.0,20.0
322,10008,10028,4006,SP,3,24,M,2010,2011,0,0,1,48.8,66.0,75.0,52.5,50.0,50.0,50.0,55.0,75.0,50.0,43.0,47.4,18.3,0.0,30.0,25.0
322,10008,10028,4006,SP,3,24,M,2010,2011,0,0,1,42.8,70.6,75.0,64.0,63.0,75.0,60.0,65.0,65.0,65.0,33.5,36.8,15.0,0.0,45.0,0.0
322,10008,10028,4006,SP,3,27,M,2010,2011,0,0,1,55.3,50.3,62.5,32.0,31.0,55.0,25.0,33.0,45.0,30.0,57.0,63.2,21.7,0.0,45.0,20.0
322,10008,10028,4006,SP,3,23,M,2008,2009,0,0,1,57.2,81.3,87.5,72.0,51.0,55.0,50.0,93.0,65.0,100.0,49.2,57.9,0.0,0.0,0.0,0.0
322,10008,10028,4006,SP,3,44,F,2011,2012,1,0,0,52.9,63.8,75.0,47.0,54.0,70.0,50.0,40.0,80.0,30.0,49.2,57.9,0.0,0.0,0.0,0.0
322,10008,10028,4006,SP,3,21,M,2011,2012,0,0,1,59.2,77.2,75.0,80.5,66.0,70.0,65.0,95.0,75.0,100.0,53.2,57.9,26.7,0.0,30.0,50.0
322,10008,10028,4006,SP,3,33,F,2010,2011,1,0,0,55.3,60.2,50.0,75.5,74.0,70.0,75.0,77.0,65.0,80.0,53.7,57.9,30.0,0.0,60.0,30.0
322,10008,10028,4006,SP,3,30,M,2010,2011,0,0,1,33.5,32.1,12.5,61.5,66.0,70.0,65.0,57.0,45.0,60.0,34.0,36.8,18.3,0.0,55.0,0.0
322,10008,10028,4006,SP,3,22,M,2011,2012,0,0,1,48.3,70.2,75.0,63.0,65.0,65.0,65.0,61.0,65.0,60.0,41.0,47.4,5.0,0.0,15.0,0.0
322,10008,10028,4006,SP,3,27,F,2010,2011,0,0,1,40.9,66.7,62.5,73.0,51.0,75.0,45.0,95.0,75.0,100.0,32.3,36.8,6.7,0.0,0.0,20.0
322,10008,10028,4006,SP,3,32,F,2012,2013,1,0,0,68.4,75.8,75.0,77.0,78.0,70.0,80.0,76.0,60.0,80.0,65.9,73.7,21.7,0.0,30.0,35.0
322,10008,10028,4006,SP,3,33,M,2005,2006,0,0,1,37.7,80.1,87.5,69.0,45.0,65.0,40.0,93.0,65.0,100.0,23.6,26.3,8.3,0.0,25.0,0.0
441,10008,10028,4004,SC,4,25,M,2008,2009,0,0,1,41.9,52.1,62.5,36.5,52.0,60.0,50.0,21.0,45.0,15.0,38.5,42.9,13.3,0.0,40.0,0.0
441,10008,10028,4004,SC,4,23,M,2008,2009,0,0,1,23.6,12.6,0.0,31.5,12.0,60.0,0.0,51.0,55.0,50.0,27.3,28.6,20.0,0.0,20.0,40.0
441,10008,10028,4004,SC,4,31,M,2002,2009,0,0,1,23.0,25.4,25.0,26.0,11.0,55.0,0.0,41.0,65.0,35.0,22.2,23.8,13.3,10.0,30.0,0.0
441,10008,10028,4004,SC,4,33,M,1997,2008,0,0,1,51.5,66.3,62.5,72.0,79.0,75.0,80.0,65.0,65.0,65.0,46.5,52.4,13.3,0.0,40.0,0.0
663,10008,10028,4006,MG,3,43,M,1993,2011,0,0,1,60.8,68.7,62.5,78.0,77.0,65.0,80.0,79.0,75.0,80.0,58.1,68.4,0.0,0.0,0.0,0.0
663,10008,10028,4006,MG,3,29,M,2002,2011,0,0,1,58.9,62.9,62.5,63.5,72.0,80.0,70.0,55.0,75.0,50.0,57.5,63.2,25.0,20.0,30.0,25.0
663,10008,10028,4006,MG,3,27,M,2003,2007,0,0,1,43.9,65.0,75.0,50.0,37.0,65.0,30.0,63.0,55.0,65.0,36.8,42.1,6.7,0.0,0.0,20.0
663,10008,10028,4006,MG,3,28,M,2003,2014,0,0,1,47.2,65.7,62.5,70.5,80.0,80.0,80.0,61.0,45.0,65.0,41.0,47.4,5.0,0.0,15.0,0.0
663,10008,10028,4006,MG,3,39,M,1991,2007,0,0,1,41.7,42.7,37.5,50.5,24.0,60.0,15.0,77.0,65.0,80.0,41.3,47.4,6.7,0.0,0.0,20.0
663,10008,10028,4006,MG,3,28,M,2003,2011,0,0,1,50.7,64.0,75.0,47.5,95.0,75.0,100.0,0.0,0.0,0.0,46.2,52.6,10.0,0.0,0.0,30.0
663,10008,10028,4006,MG,3,28,M,2004,2011,0,0,1,39.7,60.2,75.0,38.0,22.0,50.0,15.0,54.0,70.0,50.0,32.8,36.8,10.0,0.0,10.0,20.0
663,10008,10028,4006,MG,3,53,M,1982,2007,0,0,1,42.9,36.0,25.0,52.5,51.0,35.0,55.0,54.0,70.0,50.0,45.2,52.6,3.3,0.0,10.0,0.0
663,10008,10028,4006,MG,3,28,M,2003,2011,0,0,1,47.7,54.2,75.0,23.0,22.0,50.0,15.0,24.0,0.0,30.0,45.5,52.6,5.0,0.0,0.0,15.0
663,10008,10028,4006,MG,3,22,M,2010,2011,0,0,1,52.0,57.2,50.0,68.0,74.0,70.0,75.0,62.0,70.0,60.0,50.2,57.9,6.7,0.0,0.0,20.0
663,10008,10028,4006,MG,3,29,F,2003,2005,0,0,1,18.6,20.7,12.5,33.0,34.0,50.0,30.0,32.0,40.0,30.0,17.9,21.1,0.0,0.0,0.0,0.0
439,10008,10022,4006,SP,3,22,M,2010,2011,0,0,1,45.1,67.7,87.5,38.0,23.0,55.0,15.0,53.0,85.0,45.0,37.5,42.1,11.7,0.0,0.0,35.0
439,10008,10022,4006,SP,3,21,M,2010,2011,0,0,1,39.3,61.1,62.5,59.0,57.0,65.0,55.0,61.0,45.0,65.0,32.0,36.8,5.0,0.0,0.0,15.0
439,10008,10022,4006,SP,3,25,M,2010,2011,0,0,1,41.9,37.0,25.0,55.0,76.0,60.0,80.0,34.0,50.0,30.0,43.5,47.4,21.7,0.0,30.0,35.0
439,10008,10022,4006,SP,3,22,M,2010,2011,0,0,1,40.3,89.0,100.0,72.5,90.0,50.0,100.0,55.0,75.0,50.0,24.1,26.3,11.7,0.0,0.0,35.0
439,10008,10022,4006,SP,3,21,M,2010,2011,0,0,1,66.0,67.6,75.0,56.5,63.0,55.0,65.0,50.0,70.0,45.0,65.4,73.7,18.3,0.0,15.0,40.0
439,10008,10022,4006,SP,3,22,M,2010,2011,0,0,1,56.2,73.2,75.0,70.5,92.0,60.0,100.0,49.0,65.0,45.0,50.5,57.9,8.3,0.0,0.0,25.0
439,10008,10022,4006,SP,3,38,M,2010,2011,0,0,1,32.7,63.5,62.5,65.0,77.0,65.0,80.0,53.0,65.0,50.0,22.4,26.3,0.0,0.0,0.0,0.0
439,10008,10022,4006,SP,3,22,M,2010,2011,0,0,1,47.2,67.7,62.5,75.5,75.0,55.0,80.0,76.0,60.0,80.0,40.3,47.4,0.0,0.0,0.0,0.0
439,10008,10022,4006,SP,3,23,M,2010,2011,0,0,1,47.4,66.5,87.5,35.0,59.0,75.0,55.0,11.0,55.0,0.0,41.0,47.4,5.0,0.0,0.0,15.0
439,10008,10022,4006,SP,3,22,M,2010,2011,0,0,1,44.3,72.9,62.5,88.5,98.0,90.0,100.0,79.0,75.0,80.0,34.8,36.8,23.3,0.0,45.0,25.0
439,10008,10022,4006,SP,3,21,M,2010,2011,0,0,1,48.8,81.3,87.5,72.0,68.0,60.0,70.0,76.0,60.0,80.0,38.0,42.1,15.0,0.0,30.0,15.0
439,10008,10022,4006,SP,3,22,M,2010,2011,0,0,1,34.9,41.2,25.0,65.5,54.0,70.0,50.0,77.0,65.0,80.0,32.8,36.8,10.0,0.0,0.0,30.0
439,10008,10022,4006,SP,3,25,M,2010,2011,0,0,1,47.9,57.5,62.5,50.0,63.0,75.0,60.0,37.0,65.0,30.0,44.7,52.6,0.0,0.0,0.0,0.0
439,10008,10022,4006,SP,3,21,M,2010,2011,0,0,1,50.2,78.5,87.5,65.0,61.0,65.0,60.0,69.0,85.0,65.0,40.8,47.4,3.3,0.0,10.0,0.0
2774,10008,10020,4006,SP,3,46,M,1985,2011,0,0,1,47.4,77.6,75.0,81.5,86.0,70.0,90.0,77.0,65.0,80.0,37.3,42.1,10.0,0.0,0.0,30.0
2774,10008,10020,4006,SP,3,22,M,2009,2010,0,0,1,51.2,67.6,75.0,56.5,94.0,70.0,100.0,19.0,35.0,15.0,45.7,52.6,6.7,0.0,0.0,20.0
2774,10008,10020,4006,SP,3,22,M,2009,2010,0,0,1,39.5,62.4,75.0,43.5,24.0,60.0,15.0,63.0,55.0,65.0,31.8,36.8,3.3,0.0,10.0,0.0
2774,10008,10020,4006,SP,3,23,M,2008,2011,0,0,1,48.1,68.0,75.0,57.5,55.0,75.0,50.0,60.0,60.0,60.0,41.5,47.4,8.3,0.0,25.0,0.0
2774,10008,10020,4006,SP,3,27,M,2005,2010,0,0,1,45.7,70.9,87.5,46.0,53.0,65.0,50.0,39.0,75.0,30.0,37.3,42.1,10.0,0.0,30.0,0.0
2774,10008,10020,4006,SP,3,21,M,2010,2010,0,0,1,45.6,54.9,62.5,43.5,54.0,70.0,50.0,33.0,45.0,30.0,42.5,47.4,15.0,0.0,0.0,45.0
2774,10008,10020,4006,SP,3,24,M,2007,2010,0,0,1,29.5,57.3,62.5,49.5,51.0,55.0,50.0,48.0,60.0,45.0,20.2,21.1,15.0,0.0,45.0,0.0
2774,10008,10020,4006,SP,3,29,F,2001,2010,0,0,1,35.1,39.0,50.0,22.5,0.0,0.0,0.0,45.0,45.0,45.0,33.8,36.8,16.7,0.0,10.0,40.0
2774,10008,10020,4006,SP,3,24,M,2008,2010,0,0,1,57.0,70.4,75.0,63.5,64.0,60.0,65.0,63.0,75.0,60.0,52.5,57.9,21.7,0.0,30.0,35.0
2774,10008,10020,4006,SP,3,28,M,2003,2011,0,0,1,50.4,51.5,37.5,72.5,83.0,55.0,90.0,62.0,70.0,60.0,50.0,57.9,5.0,0.0,0.0,15.0
2774,10008,10020,4006,SP,3,22,M,2010,2010,0,0,1,38.3,59.2,50.0,73.0,70.0,70.0,70.0,76.0,60.0,80.0,31.3,36.8,0.0,0.0,0.0,0.0
2774,10008,10020,4006,SP,3,21,M,2010,2010,0,0,1,34.2,40.0,25.0,62.5,58.0,70.0,55.0,67.0,75.0,65.0,32.3,36.8,6.7,0.0,0.0,20.0
2774,10008,10020,4006,SP,3,25,M,2006,2010,0,0,1,41.7,45.9,37.5,58.5,56.0,40.0,60.0,61.0,65.0,60.0,40.3,47.4,0.0,0.0,0.0,0.0
2774,10008,10020,4006,SP,3,24,M,2007,2010,0,0,1,45.9,83.1,87.5,76.5,61.0,65.0,60.0,92.0,60.0,100.0,33.5,36.8,15.0,0.0,45.0,0.0
2774,10008,10020,4006,SP,3,22,M,2009,2010,0,0,1,42.7,36.5,37.5,35.0,58.0,70.0,55.0,12.0,60.0,0.0,44.7,52.6,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,31,F,2010,2011,0,0,1,40.5,66.7,62.5,73.0,51.0,55.0,50.0,95.0,75.0,100.0,31.8,36.8,3.3,0.0,10.0,0.0
891,10005,10022,4006,MG,3,23,M,2008,2010,0,0,1,31.0,50.3,37.5,69.5,60.0,60.0,60.0,79.0,75.0,80.0,24.6,26.3,15.0,0.0,45.0,0.0
891,10005,10022,4006,MG,3,27,M,2004,2009,0,0,1,54.7,55.3,62.5,44.5,15.0,75.0,0.0,74.0,50.0,80.0,54.5,63.2,5.0,0.0,15.0,0.0
891,10005,10022,4006,MG,3,32,M,1999,2011,0,0,1,42.9,37.5,37.5,37.5,26.0,30.0,25.0,49.0,65.0,45.0,44.7,52.6,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,30,F,2002,2011,0,0,1,44.1,55.3,62.5,44.5,89.0,85.0,90.0,0.0,0.0,0.0,40.3,47.4,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,39,M,2002,2009,0,0,1,21.4,40.8,25.0,64.5,50.0,50.0,50.0,79.0,75.0,80.0,14.9,15.8,10.0,0.0,15.0,15.0
891,10005,10022,4006,MG,3,41,M,2005,2011,0,0,1,46.8,53.1,62.5,39.0,25.0,65.0,15.0,53.0,65.0,50.0,44.7,52.6,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,26,M,2006,2011,0,0,1,44.0,48.4,50.0,46.0,46.0,70.0,40.0,46.0,50.0,45.0,42.5,47.4,15.0,0.0,45.0,0.0
891,10005,10022,4006,MG,3,31,M,2000,2011,0,0,1,63.7,72.5,87.5,50.0,74.0,90.0,70.0,26.0,70.0,15.0,60.7,63.2,46.7,40.0,45.0,55.0
891,10005,10022,4006,MG,3,33,M,2000,2011,0,0,1,27.0,27.2,25.0,30.5,38.0,30.0,40.0,23.0,55.0,15.0,26.9,31.6,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,30,M,2001,2011,1,0,0,39.8,45.7,62.5,20.5,41.0,45.0,40.0,0.0,0.0,0.0,37.8,42.1,13.3,0.0,30.0,10.0
891,10005,10022,4006,MG,3,32,M,2000,2011,0,0,1,49.9,75.0,75.0,75.0,97.0,85.0,100.0,53.0,65.0,50.0,41.5,47.4,8.3,0.0,10.0,15.0
891,10005,10022,4006,MG,3,25,M,2006,2011,0,0,1,35.0,71.1,87.5,46.5,68.0,60.0,70.0,25.0,65.0,15.0,22.9,26.3,3.3,0.0,10.0,0.0
891,10005,10022,4006,MG,3,31,M,2000,2011,0,0,1,33.6,53.6,50.0,59.0,42.0,50.0,40.0,76.0,60.0,80.0,26.9,31.6,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,51,M,1987,2012,1,0,0,45.4,54.7,62.5,43.0,26.0,30.0,25.0,60.0,40.0,65.0,42.3,47.4,13.3,0.0,0.0,40.0
891,10005,10022,4006,MG,3,33,M,2000,2013,0,0,1,50.5,40.7,37.5,45.5,30.0,50.0,25.0,61.0,65.0,60.0,53.7,63.2,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,27,M,2010,2014,0,0,1,41.5,55.0,75.0,25.0,0.0,0.0,0.0,50.0,50.0,50.0,37.0,42.1,8.3,0.0,25.0,0.0
891,10005,10022,4006,MG,3,28,M,2005,2012,0,0,1,42.1,54.3,37.5,79.5,82.0,90.0,80.0,77.0,65.0,80.0,38.0,42.1,15.0,0.0,25.0,20.0
891,10005,10022,4006,MG,3,21,M,2010,2011,0,0,1,38.0,52.8,50.0,57.0,87.0,75.0,90.0,27.0,75.0,15.0,33.0,36.8,11.7,0.0,30.0,5.0
891,10005,10022,4006,MG,3,23,M,2008,2013,1,0,0,55.4,56.0,50.0,65.0,36.0,80.0,25.0,94.0,70.0,100.0,55.2,63.2,10.0,0.0,30.0,0.0
891,10005,10022,4006,MG,3,26,M,2006,2011,0,0,1,29.0,42.2,50.0,30.5,30.0,30.0,30.0,31.0,35.0,30.0,24.6,26.3,15.0,0.0,30.0,15.0
891,10005,10022,4006,MG,3,28,M,2005,2011,0,0,1,27.9,44.2,50.0,35.5,30.0,50.0,25.0,41.0,25.0,45.0,22.4,26.3,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,22,F,2009,2011,1,0,0,35.8,69.3,62.5,79.5,79.0,75.0,80.0,80.0,80.0,80.0,24.6,26.3,15.0,0.0,15.0,30.0
891,10005,10022,4006,MG,3,22,F,2010,2011,1,0,0,38.7,30.3,12.5,57.0,61.0,65.0,60.0,53.0,65.0,50.0,41.5,47.4,8.3,0.0,25.0,0.0
891,10005,10022,4006,MG,3,21,M,2010,2011,1,0,0,48.0,55.5,37.5,82.5,87.0,75.0,90.0,78.0,70.0,80.0,45.5,52.6,5.0,0.0,15.0,0.0
891,10005,10022,4006,MG,3,27,M,2005,2011,1,0,0,45.2,65.7,62.5,70.5,80.0,80.0,80.0,61.0,65.0,60.0,38.3,42.1,16.7,0.0,25.0,25.0
891,10005,10022,4006,MG,3,22,M,2009,2011,1,0,0,52.8,63.7,62.5,65.5,71.0,55.0,75.0,60.0,60.0,60.0,49.2,57.9,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,26,M,2006,2011,0,0,1,32.8,50.6,50.0,51.5,57.0,65.0,55.0,46.0,50.0,45.0,26.9,31.6,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,38,M,1994,2011,0,0,1,40.4,52.6,50.0,56.5,53.0,65.0,50.0,60.0,60.0,60.0,36.3,42.1,3.3,0.0,0.0,10.0
891,10005,10022,4006,MG,3,44,M,1996,2011,0,0,1,66.6,81.7,87.5,73.0,53.0,65.0,50.0,93.0,65.0,100.0,61.6,68.4,23.3,0.0,30.0,40.0
891,10005,10022,4006,MG,3,22,F,2009,2011,1,0,0,42.0,82.7,87.5,75.5,75.0,55.0,80.0,76.0,60.0,80.0,28.4,31.6,10.0,0.0,0.0,30.0
891,10005,10022,4006,MG,3,33,M,2003,2011,0,0,1,26.4,33.7,37.5,28.0,6.0,30.0,0.0,50.0,50.0,50.0,23.9,26.3,10.0,0.0,10.0,20.0
891,10005,10022,4006,MG,3,27,M,2007,2011,0,0,1,35.6,48.3,37.5,64.5,60.0,60.0,60.0,69.0,65.0,70.0,31.3,36.8,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,24,F,2008,2011,0,0,1,33.5,64.5,62.5,67.5,55.0,75.0,50.0,80.0,60.0,85.0,23.1,26.3,5.0,0.0,0.0,15.0
891,10005,10022,4006,MG,3,22,F,2008,2011,0,0,1,44.7,55.7,62.5,45.5,32.0,40.0,30.0,59.0,55.0,60.0,41.0,47.4,5.0,0.0,15.0,0.0
891,10005,10022,4006,MG,3,31,M,2000,2011,0,0,1,51.1,64.4,50.0,86.0,93.0,65.0,100.0,79.0,75.0,80.0,46.7,52.6,13.3,0.0,15.0,25.0
891,10005,10022,4006,MG,3,36,F,1998,2011,1,0,0,23.3,39.6,25.0,61.5,72.0,60.0,75.0,51.0,55.0,50.0,17.9,21.1,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,28,M,2008,2011,0,0,1,38.5,58.1,62.5,51.5,67.0,75.0,65.0,36.0,60.0,30.0,32.0,36.8,5.0,0.0,15.0,0.0
891,10005,10022,4006,MG,3,25,M,2006,2013,1,0,0,35.8,44.6,50.0,36.5,47.0,75.0,40.0,26.0,70.0,15.0,32.8,36.8,10.0,0.0,30.0,0.0
891,10005,10022,4006,MG,3,25,M,2006,2011,1,0,0,43.4,76.0,75.0,77.5,76.0,60.0,80.0,79.0,75.0,80.0,32.5,36.8,8.3,0.0,25.0,0.0
891,10005,10022,4006,MG,3,23,M,2009,2010,1,0,0,47.2,64.3,62.5,67.0,73.0,65.0,75.0,61.0,65.0,60.0,41.5,47.4,8.3,0.0,0.0,25.0
891,10005,10022,4006,MG,3,24,M,2007,2010,0,0,1,38.1,52.0,50.0,55.0,62.0,50.0,65.0,48.0,60.0,45.0,33.5,36.8,15.0,0.0,45.0,0.0
891,10005,10022,4006,MG,3,25,F,2007,2011,0,0,1,35.8,49.2,50.0,48.0,45.0,65.0,40.0,51.0,55.0,50.0,31.3,36.8,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,23,M,2009,2011,0,0,1,57.1,67.2,75.0,55.5,71.0,35.0,80.0,40.0,0.0,50.0,53.7,63.2,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,24,M,2008,2011,0,0,1,26.3,38.1,37.5,39.0,46.0,50.0,45.0,32.0,40.0,30.0,22.4,26.3,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,26,M,2005,2011,0,0,1,52.8,70.3,62.5,82.0,70.0,50.0,75.0,94.0,70.0,100.0,47.0,52.6,15.0,0.0,15.0,30.0
891,10005,10022,4006,MG,3,36,M,2000,2011,0,0,1,41.7,68.3,87.5,39.5,42.0,50.0,40.0,37.0,65.0,30.0,32.8,36.8,10.0,0.0,30.0,0.0
891,10005,10022,4006,MG,3,28,F,2005,2011,0,0,1,32.1,45.5,37.5,57.5,59.0,75.0,55.0,56.0,80.0,50.0,27.6,31.6,5.0,0.0,0.0,15.0
891,10005,10022,4006,MG,3,24,M,2010,2010,0,0,1,33.5,66.6,75.0,54.0,42.0,50.0,40.0,66.0,50.0,70.0,22.4,26.3,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,22,M,2009,2011,0,0,1,32.6,39.9,37.5,43.5,64.0,40.0,70.0,23.0,55.0,15.0,30.1,31.6,21.7,0.0,30.0,35.0
891,10005,10022,4006,MG,3,27,M,2005,2011,0,0,1,54.0,68.4,75.0,58.5,56.0,60.0,55.0,61.0,65.0,60.0,49.2,57.9,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,31,M,2002,2011,0,0,1,46.9,71.1,62.5,84.0,91.0,55.0,100.0,77.0,65.0,80.0,38.8,42.1,20.0,0.0,60.0,0.0
891,10005,10022,4006,MG,3,29,M,2003,2012,0,0,1,32.3,58.8,50.0,72.0,65.0,65.0,65.0,79.0,75.0,80.0,23.4,26.3,6.7,0.0,0.0,20.0
891,10005,10022,4006,MG,3,32,F,2000,2009,0,0,1,38.6,28.5,12.5,52.5,47.0,75.0,40.0,58.0,90.0,50.0,42.0,47.4,11.7,0.0,15.0,20.0
891,10005,10022,4006,MG,3,36,M,1996,2011,0,0,1,53.5,79.8,75.0,87.0,79.0,75.0,80.0,95.0,75.0,100.0,44.7,52.6,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,34,M,1997,2011,0,0,1,30.9,67.4,50.0,93.5,94.0,70.0,100.0,93.0,65.0,100.0,18.7,21.1,5.0,0.0,15.0,0.0
891,10005,10022,4006,MG,3,23,M,2008,2011,0,0,1,53.6,53.1,62.5,39.0,78.0,70.0,80.0,0.0,0.0,0.0,53.7,63.2,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,27,M,2010,2014,1,0,0,40.4,52.2,50.0,55.5,55.0,55.0,55.0,56.0,40.0,60.0,36.5,42.1,5.0,0.0,0.0,15.0
891,10005,10022,4006,MG,3,22,M,2009,2011,0,0,1,57.0,74.5,87.5,55.0,45.0,65.0,40.0,65.0,65.0,65.0,51.2,57.9,13.3,0.0,40.0,0.0
891,10005,10022,4006,MG,3,22,M,2010,2011,0,0,1,38.2,56.7,62.5,48.0,61.0,85.0,55.0,35.0,55.0,30.0,32.0,36.8,5.0,0.0,15.0,0.0
891,10005,10022,4006,MG,3,31,F,2002,2011,0,0,1,27.0,54.4,50.0,61.0,70.0,50.0,75.0,52.0,60.0,50.0,17.9,21.1,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,31,M,2009,2010,0,0,1,53.4,70.9,62.5,83.5,88.0,40.0,100.0,79.0,75.0,80.0,47.5,52.6,18.3,0.0,30.0,25.0
891,10005,10022,4006,MG,3,25,M,2007,2011,0,0,1,42.1,72.5,87.5,50.0,49.0,65.0,45.0,51.0,55.0,50.0,32.0,36.8,5.0,0.0,15.0,0.0
891,10005,10022,4006,MG,3,30,M,2004,2011,0,0,1,41.4,29.1,12.5,54.0,55.0,75.0,50.0,53.0,65.0,50.0,45.5,52.6,5.0,0.0,15.0,0.0
891,10005,10022,4006,MG,3,32,M,2000,2011,0,0,1,45.4,49.4,50.0,48.5,42.0,50.0,40.0,55.0,35.0,60.0,44.0,47.4,25.0,0.0,40.0,35.0
891,10005,10022,4006,MG,3,23,M,2009,2010,0,0,1,41.0,54.3,62.5,42.0,53.0,65.0,50.0,31.0,95.0,15.0,36.5,42.1,5.0,0.0,15.0,0.0
891,10005,10022,4006,MG,3,39,M,1996,2011,0,0,1,36.1,50.6,50.0,51.5,48.0,40.0,50.0,55.0,35.0,60.0,31.3,36.8,0.0,0.0,0.0,0.0
891,10005,10022,4006,MG,3,26,M,2007,2011,0,0,1,30.6,55.2,50.0,63.0,66.0,70.0,65.0,60.0,60.0,60.0,22.4,26.3,0.0,0.0,0.0,0.0
